IN_FID	NEAR_FID	NEAR_DIST	reserve	vegetation
14574	64	39.28007439540	Gossan Hill	Open Forest
14574	65	52.18301329200	Gossan Hill	Open Forest
14574	134	81.70198178050	Gossan Hill	Open Forest
14574	143	81.39364196220	Gossan Hill	Open Forest
14574	177	81.39364196290	Gossan Hill	Open Forest
14574	179	50.03494770210	Gossan Hill	Open Forest
14574	180	10.05777959500	Gossan Hill	Open Forest
14574	290	51.68789632270	Gossan Hill	Open Forest
14575	134	68.71078316330	Gossan Hill	Open Forest
14575	180	99.23208960120	Gossan Hill	Open Forest
14575	290	22.30888506460	Gossan Hill	Open Forest
14576	65	16.90473007380	Gossan Hill	Woodland
14576	169	10.42009403140	Gossan Hill	Woodland
14577	64	51.11660518880	Gossan Hill	Open Forest
14577	202	73.63747490490	Gossan Hill	Open Forest
14578	64	7.09783722446	Gossan Hill	Open Forest
14578	65	7.68732919078	Gossan Hill	Open Forest
14578	179	22.20760130220	Gossan Hill	Open Forest
14578	180	22.20026943760	Gossan Hill	Open Forest
14578	290	30.78955188320	Gossan Hill	Open Forest
14579	202	2.28916253821	Gossan Hill	Open Forest
14579	290	73.94465593630	Gossan Hill	Open Forest
14580	64	48.03293885410	Gossan Hill	Open Forest
14580	202	42.78247132160	Gossan Hill	Open Forest
14581	153	98.64253943680	Gossan Hill	Open Forest
14581	154	80.88380071270	Gossan Hill	Open Forest
14581	174	63.95032061040	Gossan Hill	Open Forest
14581	175	56.37168731650	Gossan Hill	Open Forest
14581	290	41.08771157110	Gossan Hill	Open Forest
14582	64	14.40270549090	Gossan Hill	Open Forest
14582	153	39.43618918110	Gossan Hill	Open Forest
14582	173	69.10251941820	Gossan Hill	Open Forest
14583	64	99.23855550220	Gossan Hill	Woodland
14583	134	82.06778967660	Gossan Hill	Woodland
14583	143	97.29962846360	Gossan Hill	Woodland
14583	100	77.31609176360	Gossan Hill	Woodland
14583	133	3.80638089114	Gossan Hill	Woodland
14584	133	24.09681893130	Gossan Hill	Woodland
14585	153	50.97051427740	Gossan Hill	Open Forest
14585	154	28.16821069450	Gossan Hill	Open Forest
14585	175	90.72518430710	Gossan Hill	Open Forest
14585	290	68.55323257130	Gossan Hill	Open Forest
14586	65	81.01025951710	Gossan Hill	Woodland
14586	169	29.68426542630	Gossan Hill	Woodland
14586	177	84.00058561210	Gossan Hill	Woodland
14586	133	87.09286605600	Gossan Hill	Woodland
14586	155	83.91798549690	Gossan Hill	Woodland
14587	64	32.86464254110	Gossan Hill	Open Forest
14587	290	99.97457529240	Gossan Hill	Open Forest
14588	134	23.85756160450	Gossan Hill	Open Forest
14588	174	78.87002021220	Gossan Hill	Open Forest
14588	290	8.08912011171	Gossan Hill	Open Forest
14589	65	53.42285942740	Gossan Hill	Open Forest
14589	169	67.48569330010	Gossan Hill	Open Forest
14590	202	5.12737061039	Gossan Hill	Open Forest
14590	290	17.97759536810	Gossan Hill	Open Forest
14591	64	85.37955193600	Gossan Hill	Open Forest
14591	133	34.90473643460	Gossan Hill	Open Forest
14591	155	70.30627416160	Gossan Hill	Open Forest
14591	156	87.88013376900	Gossan Hill	Open Forest
14592	134	87.55695718670	Gossan Hill	Open Forest
14592	202	24.59236352730	Gossan Hill	Open Forest
14592	290	1.89571122338	Gossan Hill	Open Forest
14593	64	36.78813619310	Gossan Hill	Open Forest
14593	202	69.75160299990	Gossan Hill	Open Forest
14594	153	80.38376390180	Gossan Hill	Open Forest
14594	154	88.55224854920	Gossan Hill	Open Forest
14594	174	80.91641307050	Gossan Hill	Open Forest
14594	175	78.07678826910	Gossan Hill	Open Forest
14594	290	61.70275927360	Gossan Hill	Open Forest
14595	64	9.20921290539	Gossan Hill	Open Forest
14595	202	11.67558127150	Gossan Hill	Open Forest
14596	64	56.91095322280	Gossan Hill	Open Forest
14597	64	14.02717977160	Gossan Hill	Open Forest
14597	65	71.10234477260	Gossan Hill	Open Forest
14597	179	71.12060069560	Gossan Hill	Open Forest
14597	180	73.54771064650	Gossan Hill	Open Forest
14597	290	73.79390038510	Gossan Hill	Open Forest
14598	65	37.87585749480	Gossan Hill	Open Woodland
14599	65	48.95889769380	Gossan Hill	Open Woodland
14600	169	49.21580496550	Gossan Hill	Woodland
14600	177	72.24720328660	Gossan Hill	Woodland
14600	133	59.36504669180	Gossan Hill	Woodland
14600	155	68.58189013560	Gossan Hill	Woodland
14601	64	81.98360020890	Gossan Hill	Open Forest
14601	173	96.69993419790	Gossan Hill	Open Forest
14601	174	52.73700521780	Gossan Hill	Open Forest
14602	64	14.14636515280	Gossan Hill	Open Forest
14602	143	58.42961215750	Gossan Hill	Open Forest
14602	177	94.38538515130	Gossan Hill	Open Forest
14602	133	95.25397496850	Gossan Hill	Open Forest
14603	64	68.20555545160	Gossan Hill	Open Forest
14603	65	68.26076597640	Gossan Hill	Open Forest
14603	134	84.25921134280	Gossan Hill	Open Forest
14603	179	68.26076597580	Gossan Hill	Open Forest
14603	180	59.86540876070	Gossan Hill	Open Forest
14603	290	12.76308340790	Gossan Hill	Open Forest
14604	65	29.50335686830	Gossan Hill	Woodland
14604	169	51.09124880130	Gossan Hill	Woodland
14605	64	38.31854156230	Gossan Hill	Open Forest
14605	202	97.45785903340	Gossan Hill	Open Forest
14606	64	61.74518951610	Gossan Hill	Open Forest
14606	65	61.74518951610	Gossan Hill	Open Forest
14606	134	75.53671659020	Gossan Hill	Open Forest
14606	179	61.74518951540	Gossan Hill	Open Forest
14606	180	46.88933793280	Gossan Hill	Open Forest
14606	290	25.51160632650	Gossan Hill	Open Forest
14607	133	29.04011967670	Gossan Hill	Woodland
14607	155	32.61226112500	Gossan Hill	Woodland
14607	156	35.30101809900	Gossan Hill	Woodland
14608	63	11.98404322000	Gossan Hill	Open Woodland
14608	65	0.23246625810	Gossan Hill	Open Woodland
14609	64	97.55815919250	Gossan Hill	Open Forest
14609	169	80.80688911220	Gossan Hill	Open Forest
14609	177	80.80688911220	Gossan Hill	Open Forest
14609	133	84.96784137560	Gossan Hill	Open Forest
14609	155	17.58352685690	Gossan Hill	Open Forest
14609	156	44.48398610590	Gossan Hill	Open Forest
14610	64	72.90584205890	Gossan Hill	Open Forest
14610	134	87.66086460440	Gossan Hill	Open Forest
14610	290	86.15363629110	Gossan Hill	Open Forest
14611	134	63.79532733870	Gossan Hill	Open Forest
14611	202	75.04782328650	Gossan Hill	Open Forest
14611	290	5.52395169311	Gossan Hill	Open Forest
14612	64	65.90681433580	Gossan Hill	Open Forest
14613	63	49.80923993660	Gossan Hill	Open Woodland
14613	65	23.28542076040	Gossan Hill	Open Woodland
14614	133	25.14963264970	Gossan Hill	Woodland
14614	155	18.76379784790	Gossan Hill	Woodland
14614	156	20.82827387960	Gossan Hill	Woodland
14615	65	37.05876309960	Gossan Hill	Open Woodland
14616	64	22.75681955380	Gossan Hill	Open Forest
14617	202	52.38806918740	Gossan Hill	Open Forest
14617	290	31.28448503240	Gossan Hill	Open Forest
14618	64	23.08537116610	Gossan Hill	Open Forest
14618	65	94.64542659340	Gossan Hill	Open Forest
14618	134	81.60755427860	Gossan Hill	Open Forest
14618	143	17.47721209470	Gossan Hill	Open Forest
14618	177	16.89363928100	Gossan Hill	Open Forest
14618	180	62.60257607210	Gossan Hill	Open Forest
14619	169	75.17061033820	Gossan Hill	Woodland
14619	133	59.27293072570	Gossan Hill	Woodland
14620	133	16.27376997360	Gossan Hill	Woodland
14621	64	32.27382644020	Gossan Hill	Open Forest
14621	202	42.34038001660	Gossan Hill	Open Forest
14622	64	92.36497101990	Gossan Hill	Open Forest
14622	134	58.90742265400	Gossan Hill	Open Forest
14622	143	6.48298963356	Gossan Hill	Open Forest
14623	64	31.84834857520	Gossan Hill	Open Forest
14623	65	21.13462117840	Gossan Hill	Open Forest
14623	179	32.45661711500	Gossan Hill	Open Forest
14623	180	32.45661711500	Gossan Hill	Open Forest
14623	290	38.99821668570	Gossan Hill	Open Forest
14624	134	53.17403706680	Gossan Hill	Open Forest
14624	202	25.49337523040	Gossan Hill	Open Forest
14624	290	38.24274873980	Gossan Hill	Open Forest
14625	64	86.13124994670	Gossan Hill	0
14625	133	25.65750758650	Gossan Hill	0
14626	64	58.97134343780	Gossan Hill	Open Forest
14627	64	56.98783611910	Gossan Hill	Open Forest
14627	133	2.04616019121	Gossan Hill	Open Forest
14627	155	58.63835487600	Gossan Hill	Open Forest
14627	156	62.60966794340	Gossan Hill	Open Forest
14628	64	28.40464227740	Gossan Hill	Open Forest
14628	174	97.50632540680	Gossan Hill	Open Forest
14629	134	12.44696739550	Gossan Hill	Open Forest
14629	202	28.62467615120	Gossan Hill	Open Forest
14630	64	59.37486382160	Gossan Hill	Open Forest
14630	65	52.89018844670	Gossan Hill	Open Forest
14630	143	99.65444248840	Gossan Hill	Open Forest
14630	169	75.11107253690	Gossan Hill	Open Forest
14630	177	47.84872459070	Gossan Hill	Open Forest
14630	155	79.79035281220	Gossan Hill	Open Forest
14631	64	67.08479126500	Gossan Hill	Open Forest
14631	65	50.65416435260	Gossan Hill	Open Forest
14631	169	68.96461497110	Gossan Hill	Open Forest
14631	177	47.41463953310	Gossan Hill	Open Forest
14631	155	76.68226147530	Gossan Hill	Open Forest
14632	64	58.46472642550	Gossan Hill	Open Forest
14632	169	86.78218933170	Gossan Hill	Open Forest
14632	177	86.78218933170	Gossan Hill	Open Forest
14632	133	79.61716051420	Gossan Hill	Open Forest
14632	155	53.30998558910	Gossan Hill	Open Forest
14632	156	77.48278199880	Gossan Hill	Open Forest
14633	134	83.32717573680	Gossan Hill	Open Forest
14633	202	73.89765311460	Gossan Hill	Open Forest
14633	290	52.17844532130	Gossan Hill	Open Forest
14634	134	39.95057028420	Gossan Hill	Open Forest
14634	143	64.05573718680	Gossan Hill	Open Forest
14634	100	36.12534895640	Gossan Hill	Open Forest
14634	133	29.22522551940	Gossan Hill	Open Forest
14635	134	30.11222746940	Gossan Hill	Open Forest
14635	143	73.08214482760	Gossan Hill	Open Forest
14635	100	15.77826897680	Gossan Hill	Open Forest
14635	133	39.39733620630	Gossan Hill	Open Forest
14636	63	82.01603363920	Gossan Hill	Open Woodland
14636	65	67.30274238680	Gossan Hill	Open Woodland
14637	64	45.82193107110	Gossan Hill	Open Forest
14637	65	75.51751244770	Gossan Hill	Open Forest
14637	179	75.51751244820	Gossan Hill	Open Forest
14637	180	80.01372169500	Gossan Hill	Open Forest
14637	290	54.76162058200	Gossan Hill	Open Forest
14638	64	98.97452894420	Gossan Hill	Woodland
14638	169	4.35780466311	Gossan Hill	Woodland
14638	177	13.54405964620	Gossan Hill	Woodland
14638	155	13.39610804330	Gossan Hill	Woodland
14639	64	42.51176978400	Gossan Hill	Open Forest
14639	202	18.94247968230	Gossan Hill	Open Forest
14640	64	50.66937163560	Gossan Hill	Open Forest
14640	202	20.19185933480	Gossan Hill	Open Forest
14641	64	5.95133392557	Gossan Hill	Open Forest
14641	202	82.90949645700	Gossan Hill	Open Forest
14642	63	94.97128411960	Gossan Hill	Woodland
14642	133	3.87260985553	Gossan Hill	Woodland
14643	64	7.67150084106	Gossan Hill	Woodland
14643	173	95.72637489980	Gossan Hill	Woodland
14644	65	5.61021848080	Gossan Hill	Woodland
14644	169	5.63610680113	Gossan Hill	Woodland
14645	65	2.23962490118	Gossan Hill	Open Forest
14645	169	49.39782375000	Gossan Hill	Open Forest
14645	177	97.71611108200	Gossan Hill	Open Forest
14646	134	6.97376580110	Gossan Hill	Open Forest
14646	143	48.48478734220	Gossan Hill	Open Forest
14647	134	38.45952924660	Gossan Hill	Open Forest
14647	180	68.87623071920	Gossan Hill	Open Forest
14647	290	52.88704939810	Gossan Hill	Open Forest
14648	64	34.97499401750	Gossan Hill	Open Forest
14648	173	97.89864611480	Gossan Hill	Open Forest
14648	174	90.96751380950	Gossan Hill	Open Forest
14649	64	31.14742576210	Gossan Hill	Open Forest
14649	134	88.05518583730	Gossan Hill	Open Forest
14649	143	21.29144398060	Gossan Hill	Open Forest
14649	177	39.40893249620	Gossan Hill	Open Forest
14650	64	61.07287506180	Gossan Hill	Open Forest
14651	64	49.09487609850	Gossan Hill	Open Forest
14651	202	73.35623797990	Gossan Hill	Open Forest
14652	65	98.13725311470	Gossan Hill	Woodland
14653	64	76.42939830100	Gossan Hill	Open Forest
14653	134	34.11829646950	Gossan Hill	Open Forest
14653	143	57.69307132050	Gossan Hill	Open Forest
14653	177	57.69307132050	Gossan Hill	Open Forest
14653	180	22.81613287530	Gossan Hill	Open Forest
14654	64	68.93595356670	Gossan Hill	Open Forest
14654	65	18.90007244050	Gossan Hill	Open Forest
14654	169	83.85059691500	Gossan Hill	Open Forest
14654	177	80.23375364730	Gossan Hill	Open Forest
14654	179	96.04819155300	Gossan Hill	Open Forest
14654	180	96.04819155300	Gossan Hill	Open Forest
14655	64	10.81033704530	Gossan Hill	Open Forest
14656	64	47.14933878100	Gossan Hill	Open Forest
14656	65	61.85067819720	Gossan Hill	Open Forest
14656	134	73.75225324380	Gossan Hill	Open Forest
14656	143	74.54174376670	Gossan Hill	Open Forest
14656	177	74.54174376730	Gossan Hill	Open Forest
14656	179	59.70977022630	Gossan Hill	Open Forest
14656	180	8.81638636842	Gossan Hill	Open Forest
14656	290	61.18272905770	Gossan Hill	Open Forest
14657	64	45.25756537450	Gossan Hill	Open Forest
14658	64	97.05972252030	Gossan Hill	Open Forest
14658	134	15.70579984570	Gossan Hill	Open Forest
14658	143	48.37304698100	Gossan Hill	Open Forest
14658	177	71.81455466200	Gossan Hill	Open Forest
14658	180	55.42603361300	Gossan Hill	Open Forest
14659	63	55.12709478150	Gossan Hill	Open Woodland
14659	65	82.37127096250	Gossan Hill	Open Woodland
14659	133	95.19589932990	Gossan Hill	Open Woodland
14660	64	88.65356892350	Gossan Hill	Open Forest
14660	65	88.76653818540	Gossan Hill	Open Forest
14660	134	80.56943013310	Gossan Hill	Open Forest
14660	179	88.76653818490	Gossan Hill	Open Forest
14660	180	78.49788568330	Gossan Hill	Open Forest
14660	290	12.46205445800	Gossan Hill	Open Forest
14661	290	4.95459947551	Gossan Hill	Open Forest
14662	64	89.46840577570	Gossan Hill	Woodland
14663	64	85.55328720200	Gossan Hill	Open Forest
14663	65	3.90889732246	Gossan Hill	Open Forest
14663	169	82.85891430300	Gossan Hill	Open Forest
14664	134	9.54985528700	Gossan Hill	Open Forest
14664	202	78.01653992410	Gossan Hill	Open Forest
14664	290	94.15872366010	Gossan Hill	Open Forest
14665	64	4.87170143997	Gossan Hill	Open Forest
14665	153	82.45574321920	Gossan Hill	Open Forest
14665	173	26.56937668140	Gossan Hill	Open Forest
14665	174	62.35656885080	Gossan Hill	Open Forest
14666	134	5.09188661838	Gossan Hill	Open Forest
14666	143	35.57609846320	Gossan Hill	Open Forest
14667	134	22.60108501910	Gossan Hill	Open Forest
14667	143	11.78713194920	Gossan Hill	Open Forest
14667	100	87.82012542450	Gossan Hill	Open Forest
14668	65	19.80297058050	Gossan Hill	Open Woodland
14669	169	59.62728297220	Gossan Hill	Woodland
14669	133	61.26218332570	Gossan Hill	Woodland
14670	169	93.94397842860	Gossan Hill	Woodland
14670	177	93.94397842860	Gossan Hill	Woodland
14670	133	59.24483175980	Gossan Hill	Woodland
14670	155	7.84943034653	Gossan Hill	Woodland
14670	156	26.28998973660	Gossan Hill	Woodland
14671	64	37.80573231970	Gossan Hill	Open Forest
14671	65	70.39136780980	Gossan Hill	Open Forest
14671	134	78.85303094690	Gossan Hill	Open Forest
14671	143	55.65061486610	Gossan Hill	Open Forest
14671	177	55.65061486680	Gossan Hill	Open Forest
14671	179	71.87438148400	Gossan Hill	Open Forest
14671	180	25.55971335700	Gossan Hill	Open Forest
14671	290	75.18961438840	Gossan Hill	Open Forest
14672	64	0.92580154895	Gossan Hill	Open Forest
14672	202	2.49640535713	Gossan Hill	Open Forest
14673	153	15.19112163210	Gossan Hill	Open Forest
14673	154	70.85920073480	Gossan Hill	Open Forest
14674	134	48.09469096290	Gossan Hill	Open Forest
14674	202	48.22513817050	Gossan Hill	Open Forest
14674	290	38.84821201650	Gossan Hill	Open Forest
14675	64	64.96544629750	Gossan Hill	Open Forest
14675	134	79.60910525080	Gossan Hill	Open Forest
14675	143	43.92282545550	Gossan Hill	Open Forest
14675	133	63.04441970010	Gossan Hill	Open Forest
14676	63	25.33692002180	Gossan Hill	Open Woodland
14676	65	30.72625826810	Gossan Hill	Open Woodland
14677	64	81.13962170540	Gossan Hill	Open Forest
14677	65	91.82021507340	Gossan Hill	Open Forest
14677	179	91.82021507340	Gossan Hill	Open Forest
14677	180	95.01954420390	Gossan Hill	Open Forest
14677	290	32.54090732060	Gossan Hill	Open Forest
14678	169	86.91620839620	Gossan Hill	Woodland
14678	133	45.59430012530	Gossan Hill	Woodland
14679	64	25.41152928210	Gossan Hill	Open Forest
14679	173	33.98032662090	Gossan Hill	Open Forest
14679	174	31.16925622750	Gossan Hill	Open Forest
14680	64	67.45280205270	Gossan Hill	Open Forest
14681	64	96.38536779280	Gossan Hill	Open Forest
14681	290	56.28182141210	Gossan Hill	Open Forest
14682	65	64.31861342130	Gossan Hill	Woodland
14682	169	95.96301045960	Gossan Hill	Woodland
14683	169	83.89428312530	Gossan Hill	Woodland
14683	133	32.38212160090	Gossan Hill	Woodland
14684	153	83.75112386450	Gossan Hill	Open Forest
14684	154	60.00044240030	Gossan Hill	Open Forest
14684	174	80.10961157310	Gossan Hill	Open Forest
14684	175	61.97693243120	Gossan Hill	Open Forest
14684	290	40.81780051090	Gossan Hill	Open Forest
14685	64	67.82505415810	Gossan Hill	Open Forest
14685	133	26.54589544910	Gossan Hill	Open Forest
14685	155	41.41637001520	Gossan Hill	Open Forest
14685	156	39.79013000690	Gossan Hill	Open Forest
14686	64	26.44385865160	Gossan Hill	Open Forest
14686	65	40.57367356000	Gossan Hill	Open Forest
14686	134	94.59662430790	Gossan Hill	Open Forest
14686	143	86.31265413410	Gossan Hill	Open Forest
14686	177	86.31265413500	Gossan Hill	Open Forest
14686	179	39.65994126910	Gossan Hill	Open Forest
14686	180	16.21184539100	Gossan Hill	Open Forest
14686	290	42.89430452930	Gossan Hill	Open Forest
14687	65	55.11978321800	Gossan Hill	Woodland
14687	169	24.23920909340	Gossan Hill	Woodland
14688	134	8.31889214653	Gossan Hill	Open Forest
14689	64	64.16135063030	Gossan Hill	Open Forest
14690	64	95.39777545130	Gossan Hill	Woodland
14691	64	54.71339700280	Gossan Hill	Open Forest
14691	65	49.30959445950	Gossan Hill	Open Forest
14691	143	97.65095035890	Gossan Hill	Open Forest
14691	169	81.14877565340	Gossan Hill	Open Forest
14691	177	51.89492863610	Gossan Hill	Open Forest
14691	155	85.31821753490	Gossan Hill	Open Forest
14692	65	88.40589836430	Gossan Hill	Woodland
14693	134	0.60206320891	Gossan Hill	Open Forest
14693	143	51.77911300000	Gossan Hill	Open Forest
14694	64	42.27016219570	Gossan Hill	Open Forest
14694	65	16.22738956650	Gossan Hill	Open Forest
14694	177	84.70859791960	Gossan Hill	Open Forest
14694	179	70.84843128970	Gossan Hill	Open Forest
14694	180	70.84843128970	Gossan Hill	Open Forest
14694	290	79.60041700780	Gossan Hill	Open Forest
14695	64	3.98437954534	Gossan Hill	Woodland
14695	173	7.54111270613	Gossan Hill	Woodland
14695	174	31.93404436350	Gossan Hill	Woodland
14696	64	69.10620690310	Gossan Hill	Open Forest
14696	134	35.96615816630	Gossan Hill	Open Forest
14696	143	44.09611332770	Gossan Hill	Open Forest
14696	177	44.39130133440	Gossan Hill	Open Forest
14696	180	37.71757944730	Gossan Hill	Open Forest
14697	64	10.72639765830	Gossan Hill	Open Forest
14698	64	61.55302589870	Gossan Hill	Open Forest
14698	65	61.69442369310	Gossan Hill	Open Forest
14698	134	88.22230293760	Gossan Hill	Open Forest
14698	179	61.69442369260	Gossan Hill	Open Forest
14698	180	54.78856354960	Gossan Hill	Open Forest
14698	290	10.87269760370	Gossan Hill	Open Forest
14699	134	35.21124983940	Gossan Hill	Open Forest
14699	202	64.20685996210	Gossan Hill	Open Forest
14699	290	51.35415483320	Gossan Hill	Open Forest
14700	64	92.03196590010	Gossan Hill	Open Forest
14700	202	86.40034600870	Gossan Hill	Open Forest
14700	290	94.35088291540	Gossan Hill	Open Forest
14701	64	19.63993496500	Gossan Hill	Open Forest
14702	64	66.32002168940	Gossan Hill	Open Forest
14702	134	46.64921724690	Gossan Hill	Open Forest
14702	143	20.12365785010	Gossan Hill	Open Forest
14702	177	43.41048163700	Gossan Hill	Open Forest
14702	180	72.77632213170	Gossan Hill	Open Forest
14703	64	19.17632990300	Gossan Hill	Open Forest
14703	202	15.86427136650	Gossan Hill	Open Forest
14704	65	43.04459581840	Gossan Hill	Woodland
14704	169	41.16335424940	Gossan Hill	Woodland
14704	133	80.72381477190	Gossan Hill	Woodland
14705	134	8.72549699693	Gossan Hill	Open Forest
14705	143	45.94673452120	Gossan Hill	Open Forest
14706	64	63.30377547330	Gossan Hill	Open Forest
14706	134	75.85374860560	Gossan Hill	Open Forest
14706	143	30.60584454820	Gossan Hill	Open Forest
14706	133	88.90168202890	Gossan Hill	Open Forest
14707	64	3.04697002757	Gossan Hill	Open Forest
14707	202	58.70196563370	Gossan Hill	Open Forest
14708	64	92.69608735520	Gossan Hill	Woodland
14708	133	20.02969831880	Gossan Hill	Woodland
14708	155	50.80106364420	Gossan Hill	Woodland
14708	156	71.33758267570	Gossan Hill	Woodland
14709	63	47.38441965430	Gossan Hill	Open Woodland
14709	65	90.09907598660	Gossan Hill	Open Woodland
14709	133	95.27131410110	Gossan Hill	Open Woodland
14710	64	12.12534015170	Gossan Hill	Open Forest
14710	143	79.89956411220	Gossan Hill	Open Forest
14710	177	84.48938344150	Gossan Hill	Open Forest
14710	133	90.30903615700	Gossan Hill	Open Forest
14710	155	95.21559070270	Gossan Hill	Open Forest
14711	64	99.22403544550	Gossan Hill	0
14711	134	93.13115324170	Gossan Hill	0
14711	100	84.18626313220	Gossan Hill	0
14711	133	16.81236000080	Gossan Hill	0
14712	63	24.92021761740	Gossan Hill	Open Woodland
14712	65	93.61724204110	Gossan Hill	Open Woodland
14713	64	52.11574207560	Gossan Hill	Open Forest
14713	65	94.42474681240	Gossan Hill	Open Forest
14713	134	57.37633497390	Gossan Hill	Open Forest
14713	143	43.07686447270	Gossan Hill	Open Forest
14713	177	43.07686447310	Gossan Hill	Open Forest
14713	179	94.82023879650	Gossan Hill	Open Forest
14713	180	27.90264879300	Gossan Hill	Open Forest
14713	290	97.32139216600	Gossan Hill	Open Forest
14714	134	40.27138910700	Gossan Hill	Open Forest
14714	202	19.66747817330	Gossan Hill	Open Forest
14714	290	79.88952845380	Gossan Hill	Open Forest
14715	65	83.68136837320	Gossan Hill	Woodland
14715	169	37.67752118730	Gossan Hill	Woodland
14715	177	93.25330501470	Gossan Hill	Woodland
14715	133	81.83564211690	Gossan Hill	Woodland
14715	155	93.12074870960	Gossan Hill	Woodland
14716	134	7.57005004766	Gossan Hill	Open Forest
14716	143	23.26109485480	Gossan Hill	Open Forest
14716	100	21.66617463320	Gossan Hill	Open Forest
14716	133	81.34748411100	Gossan Hill	Open Forest
14717	64	67.14911726860	Gossan Hill	Open Forest
14717	65	69.79176849130	Gossan Hill	Open Forest
14718	64	34.79321155300	Gossan Hill	Open Forest
14718	65	67.16918218560	Gossan Hill	Open Forest
14718	179	70.68371005480	Gossan Hill	Open Forest
14718	180	71.92428568830	Gossan Hill	Open Forest
14718	290	74.61155351620	Gossan Hill	Open Forest
14719	64	86.36319589490	Gossan Hill	Open Forest
14719	290	61.23561040190	Gossan Hill	Open Forest
14720	134	8.40425929044	Gossan Hill	Open Forest
14720	143	54.33426449430	Gossan Hill	Open Forest
14720	177	80.47073452410	Gossan Hill	Open Forest
14720	180	55.25230638830	Gossan Hill	Open Forest
14721	65	51.61341892600	Gossan Hill	Woodland
14721	169	8.09621141066	Gossan Hill	Woodland
14721	177	70.18140311640	Gossan Hill	Woodland
14721	155	75.49434670520	Gossan Hill	Woodland
14722	64	45.23080146160	Gossan Hill	Open Forest
14722	153	61.61631806220	Gossan Hill	Open Forest
14722	173	59.90410098870	Gossan Hill	Open Forest
14722	174	80.58628168600	Gossan Hill	Open Forest
14723	64	41.56205780010	Gossan Hill	Open Forest
14723	173	62.32826003520	Gossan Hill	Open Forest
14723	174	22.73161128550	Gossan Hill	Open Forest
14724	64	33.13377870810	Gossan Hill	Open Forest
14725	65	94.30957447950	Gossan Hill	Woodland
14725	133	12.92372399930	Gossan Hill	Woodland
14726	64	66.26644705210	Gossan Hill	Open Forest
14726	65	23.54000295110	Gossan Hill	Open Forest
14726	179	70.77507559380	Gossan Hill	Open Forest
14726	180	70.77507559380	Gossan Hill	Open Forest
14726	290	77.93698697440	Gossan Hill	Open Forest
14727	64	98.89917474020	Gossan Hill	Open Forest
14727	153	98.12183443550	Gossan Hill	Open Forest
14727	174	57.99053846280	Gossan Hill	Open Forest
14727	175	92.24572215780	Gossan Hill	Open Forest
14727	290	96.44341995050	Gossan Hill	Open Forest
14728	63	85.91671780120	Gossan Hill	Open Woodland
14728	65	31.41646264150	Gossan Hill	Open Woodland
14729	174	46.42141197140	Gossan Hill	Open Forest
14729	175	71.05582836550	Gossan Hill	Open Forest
14729	290	77.42909973960	Gossan Hill	Open Forest
14730	65	38.58873300250	Gossan Hill	Woodland
14730	169	4.50536918295	Gossan Hill	Woodland
14730	177	96.38640648820	Gossan Hill	Woodland
14731	153	13.32320200030	Gossan Hill	Open Forest
14732	64	42.78979364510	Gossan Hill	Open Forest
14732	202	2.65907400397	Gossan Hill	Open Forest
14733	64	88.24719480950	Gossan Hill	Open Forest
14733	173	93.67169921550	Gossan Hill	Open Forest
14733	174	12.16106598710	Gossan Hill	Open Forest
14733	175	60.19546754050	Gossan Hill	Open Forest
14733	290	82.40720235050	Gossan Hill	Open Forest
14734	64	27.83070433660	Gossan Hill	Open Forest
14734	202	46.29443899300	Gossan Hill	Open Forest
14735	65	79.52872242740	Gossan Hill	Woodland
14735	169	37.11374849060	Gossan Hill	Woodland
14735	177	99.56249132860	Gossan Hill	Woodland
14735	133	84.81262790780	Gossan Hill	Woodland
14735	155	99.46837391800	Gossan Hill	Woodland
14736	169	97.57429447790	Gossan Hill	Woodland
14736	133	14.89280526980	Gossan Hill	Woodland
14736	155	75.81703908590	Gossan Hill	Woodland
14736	156	87.04366221710	Gossan Hill	Woodland
14737	64	10.05209141930	Gossan Hill	Open Forest
14737	65	23.91416401850	Gossan Hill	Open Forest
14737	143	88.78613711320	Gossan Hill	Open Forest
14737	177	82.71182860300	Gossan Hill	Open Forest
14737	179	51.11976982820	Gossan Hill	Open Forest
14737	180	50.36797082140	Gossan Hill	Open Forest
14737	290	59.33183015820	Gossan Hill	Open Forest
14738	64	66.71230601270	Gossan Hill	Open Forest
14738	134	91.92861841880	Gossan Hill	Open Forest
14738	143	86.53125383750	Gossan Hill	Open Forest
14738	100	98.40899004220	Gossan Hill	Open Forest
14738	133	10.90033391400	Gossan Hill	Open Forest
14739	64	38.35050964630	Gossan Hill	Open Forest
14739	143	77.42597978250	Gossan Hill	Open Forest
14739	133	29.84940651370	Gossan Hill	Open Forest
14740	64	47.40898409460	Gossan Hill	Open Forest
14740	65	47.40898409460	Gossan Hill	Open Forest
14740	134	78.14352636440	Gossan Hill	Open Forest
14740	179	47.40898409370	Gossan Hill	Open Forest
14740	180	23.87548885980	Gossan Hill	Open Forest
14740	290	35.49104752170	Gossan Hill	Open Forest
14741	134	16.82444945890	Gossan Hill	Open Forest
14741	143	33.26132066690	Gossan Hill	Open Forest
14741	180	97.49053426450	Gossan Hill	Open Forest
14742	64	16.23116727900	Gossan Hill	Open Forest
14742	65	28.59492544930	Gossan Hill	Open Forest
