IN_FID	NEAR_FID	NEAR_DIST	reserve	vegetation
0	280	80.18003047100	Lawson	Grassland
0	283	21.78113127800	Lawson	Grassland
1	277	48.76881107160	Lawson	Grassland
1	280	0.40924684440	Lawson	Grassland
1	281	61.55268899430	Lawson	Grassland
1	283	33.93212300640	Lawson	Grassland
2	281	32.10900001950	Lawson	Grassland
3	281	25.42685443950	Lawson	Grassland
3	282	54.54342425120	Lawson	Grassland
4	281	75.58452725680	Lawson	Grassland
5	283	42.09852544930	Lawson	Open Woodland
6	276	26.26992654380	Lawson	Grassland
6	277	77.70335098810	Lawson	Grassland
7	281	89.41407475150	Lawson	Grassland
7	282	25.18931616940	Lawson	Grassland
8	278	74.38045887230	Lawson	Woodland
8	279	2.33692888436	Lawson	Woodland
9	281	83.37600980860	Lawson	Grassland
9	282	25.04783767300	Lawson	Grassland
10	279	75.00476940240	Lawson	Woodland
11	281	34.53908266790	Lawson	Grassland
11	283	99.35954218890	Lawson	Grassland
12	280	48.13786601170	Lawson	Open Woodland
12	283	47.39315335890	Lawson	Open Woodland
13	281	48.11281462690	Lawson	Open Woodland
14	280	12.67833772540	Lawson	Open Woodland
14	283	39.85362658060	Lawson	Open Woodland
15	281	90.15495009030	Lawson	Open Woodland
15	282	57.79724271610	Lawson	Open Woodland
16	280	17.86678873220	Lawson	Grassland
16	283	42.33129385450	Lawson	Grassland
17	282	58.51120947750	Lawson	Open Woodland
18	276	53.86525239710	Lawson	Grassland
19	281	65.58460030830	Lawson	Grassland
19	282	94.93576476340	Lawson	Grassland
20	281	53.14677446170	Lawson	Open Woodland
21	279	45.52401382120	Lawson	Woodland
22	282	43.58912111910	Lawson	Grassland
23	281	97.18767513370	Lawson	Open Woodland
24	278	51.14464411370	Lawson	Grassland
25	281	5.56266290143	Lawson	Open Woodland
26	276	70.67454773530	Lawson	Grassland
27	281	40.05394239460	Lawson	Grassland
28	278	7.40729225925	Lawson	Woodland
29	278	39.40897469000	Lawson	Grassland
30	280	92.44523589250	Lawson	Grassland
30	281	3.52207870949	Lawson	Grassland
30	283	53.60539665900	Lawson	Grassland
31	281	95.55235129100	Lawson	Grassland
32	280	2.55215646195	Lawson	Grassland
33	282	10.13423126780	Lawson	Grassland
34	277	69.27183425050	Lawson	Grassland
34	281	74.79974870480	Lawson	Grassland
34	283	96.21979587080	Lawson	Grassland
35	280	16.81637833700	Lawson	Grassland
35	283	53.52123404850	Lawson	Grassland
36	281	21.36505308560	Lawson	Open Woodland
37	277	79.34638198890	Lawson	Open Woodland
37	279	95.44446007780	Lawson	Open Woodland
38	276	2.58096556043	Lawson	Grassland
38	282	88.95433739550	Lawson	Grassland
39	281	0.64433345373	Lawson	Grassland
39	282	31.47498769780	Lawson	Grassland
40	280	58.32462694530	Lawson	Open Woodland
40	283	9.07620103427	Lawson	Open Woodland
41	279	48.71832435390	Lawson	Woodland
42	280	81.26819941790	Lawson	Open Woodland
42	281	96.34432637070	Lawson	Open Woodland
42	283	23.24937503940	Lawson	Open Woodland
43	276	1.96330603957	Lawson	Grassland
43	282	66.02754912980	Lawson	Grassland
44	280	51.40195070570	Lawson	Grassland
44	283	54.20980469410	Lawson	Grassland
45	277	97.73585657310	Lawson	Woodland
45	279	19.33925158450	Lawson	Woodland
46	278	27.51289476730	Lawson	Woodland
47	278	94.30875705630	Lawson	Woodland
47	279	11.31007443430	Lawson	Woodland
48	280	14.34454669120	Lawson	Grassland
48	281	93.65998569600	Lawson	Grassland
48	283	52.41236254490	Lawson	Grassland
49	279	41.80394178640	Lawson	Grassland
50	279	98.12026802580	Lawson	Woodland
51	281	61.89708665090	Lawson	Grassland
52	281	71.83095293280	Lawson	Grassland
52	282	35.52467465840	Lawson	Grassland
53	276	77.87390696750	Lawson	Grassland
53	282	64.61939192850	Lawson	Grassland
54	281	20.94724991480	Lawson	Grassland
54	282	86.95691533460	Lawson	Grassland
55	280	60.04052931480	Lawson	Open Woodland
55	283	7.56459123593	Lawson	Open Woodland
56	281	95.16128437470	Lawson	Open Woodland
57	278	56.56109917290	Lawson	Grassland
58	281	25.37455604370	Lawson	Grassland
58	282	28.06940556240	Lawson	Grassland
59	278	60.11684909860	Lawson	Woodland
59	279	10.90678300220	Lawson	Woodland
60	276	55.80734648280	Lawson	Grassland
61	281	28.14228463910	Lawson	Open Woodland
62	276	54.25099401190	Lawson	Grassland
62	282	98.60662426750	Lawson	Grassland
63	278	92.27643183110	Lawson	Grassland
64	276	33.02084383530	Lawson	Grassland
64	277	70.71710307710	Lawson	Grassland
65	278	79.04015056140	Lawson	Grassland
66	281	5.16555708355	Lawson	Grassland
66	282	40.80463371680	Lawson	Grassland
67	281	62.04687253750	Lawson	Grassland
68	282	25.96605251090	Lawson	Grassland
69	281	40.88020504730	Lawson	Grassland
69	282	22.74509148430	Lawson	Grassland
70	276	94.77540869450	Lawson	Grassland
71	282	67.92721674720	Lawson	Grassland
72	281	49.16643649310	Lawson	Open Woodland
73	278	42.91564290420	Lawson	Grassland
74	282	34.60134451050	Lawson	Grassland
75	279	81.63023595150	Lawson	Open Woodland
76	281	63.11406220980	Lawson	Grassland
77	278	78.41363540360	Lawson	Grassland
78	281	74.29832533370	Lawson	Open Woodland
79	281	69.38540111690	Lawson	Grassland
80	280	71.96613447500	Lawson	Grassland
80	283	16.04504644720	Lawson	Grassland
81	276	75.44352154320	Lawson	Grassland
81	282	70.64855752770	Lawson	Grassland
82	281	42.95741208720	Lawson	Open Woodland
83	281	73.85213068560	Lawson	Grassland
83	282	41.57965350970	Lawson	Grassland
84	278	62.51708685410	Lawson	Grassland
85	280	81.62396145960	Lawson	Open Woodland
85	283	2.65514006744	Lawson	Open Woodland
86	278	91.12090133080	Lawson	Grassland
86	279	98.86140947770	Lawson	Grassland
87	281	78.51908890020	Lawson	Grassland
87	282	10.01737043620	Lawson	Grassland
88	279	23.76542836950	Lawson	Woodland
89	281	68.95773469600	Lawson	Open Woodland
90	282	96.74339384650	Lawson	Grassland
91	278	98.64325201940	Lawson	Grassland
92	280	99.68312266870	Lawson	Open Woodland
92	283	17.88985257410	Lawson	Open Woodland
93	279	15.78721476300	Lawson	Woodland
94	277	73.39968464980	Lawson	Woodland
94	279	49.88364211370	Lawson	Woodland
95	281	69.19110183090	Lawson	Grassland
96	276	69.85240011110	Lawson	Grassland
96	282	16.28209063080	Lawson	Grassland
97	280	77.76686710020	Lawson	Open Woodland
97	283	7.13972424880	Lawson	Open Woodland
98	282	51.43315861890	Lawson	Grassland
99	276	34.54355844300	Lawson	Grassland
99	282	62.77497218810	Lawson	Grassland
100	280	5.29070855093	Lawson	Grassland
101	281	78.54771286810	Lawson	Grassland
101	282	55.98611864440	Lawson	Grassland
102	280	68.57540475730	Lawson	Open Woodland
102	281	39.31333990430	Lawson	Open Woodland
102	283	30.07644404320	Lawson	Open Woodland
103	281	50.79185867880	Lawson	Open Woodland
103	283	89.78323902520	Lawson	Open Woodland
104	276	52.52931678030	Lawson	Grassland
104	277	60.93199534700	Lawson	Grassland
105	282	0.66064817084	Lawson	Grassland
106	278	76.03403355560	Lawson	Grassland
107	276	98.02908058470	Lawson	Grassland
107	277	60.14695339340	Lawson	Grassland
108	278	51.74105248270	Lawson	Grassland
109	278	82.32526267560	Lawson	Grassland
110	281	24.36218230410	Lawson	Open Woodland
110	283	73.07943014990	Lawson	Open Woodland
111	279	18.85061572240	Lawson	Woodland
112	281	42.97895743790	Lawson	Open Woodland
113	276	6.30935890386	Lawson	Grassland
113	282	89.52383716700	Lawson	Grassland
114	280	11.62157436540	Lawson	Grassland
114	283	85.01163113130	Lawson	Grassland
115	276	66.67813285810	Lawson	Grassland
115	282	61.83693698800	Lawson	Grassland
116	282	43.59935481500	Lawson	Grassland
117	276	44.11123401430	Lawson	Grassland
117	277	49.96549017370	Lawson	Grassland
118	281	53.07971581070	Lawson	Grassland
118	282	15.25765225360	Lawson	Grassland
119	282	34.48150955690	Lawson	Grassland
120	280	84.83617881630	Lawson	Grassland
120	283	55.50681183140	Lawson	Grassland
121	280	77.85258176800	Lawson	Open Woodland
121	283	2.10111203436	Lawson	Open Woodland
122	282	92.51251984290	Lawson	Grassland
123	281	48.53294664750	Lawson	Open Woodland
124	281	75.11214513030	Lawson	Open Woodland
125	281	93.00195584920	Lawson	Open Woodland
125	283	50.54063066940	Lawson	Open Woodland
126	276	82.69494117500	Lawson	Grassland
127	281	29.59745351190	Lawson	Open Woodland
128	278	12.12995020060	Lawson	Woodland
129	276	6.79305798654	Lawson	Grassland
130	279	18.65997478390	Lawson	Woodland
131	282	80.34723941790	Lawson	Grassland
132	278	49.50111488600	Lawson	Grassland
133	281	65.36465939160	Lawson	Grassland
134	282	40.08805745530	Lawson	Open Woodland
135	276	53.88412158140	Lawson	Grassland
136	278	10.45857628330	Lawson	Woodland
137	279	50.60563731870	Lawson	Grassland
138	279	12.03695391900	Lawson	Woodland
139	281	40.94702424440	Lawson	Grassland
140	279	65.02523837230	Lawson	Grassland
141	276	45.56369685750	Lawson	Grassland
141	277	39.31971373500	Lawson	Grassland
142	281	33.85614446450	Lawson	Open Woodland
143	280	39.59183738140	Lawson	Grassland
143	281	48.82596583390	Lawson	Grassland
143	283	1.15640649546	Lawson	Grassland
144	276	61.80961427110	Lawson	Grassland
144	282	95.45324050240	Lawson	Grassland
145	276	1.78428761728	Lawson	Grassland
145	277	26.54462647310	Lawson	Grassland
146	283	51.31461499280	Lawson	Open Woodland
147	282	66.49871031250	Lawson	Open Woodland
148	281	79.32268490340	Lawson	Open Woodland
149	281	28.35239346650	Lawson	Open Woodland
150	279	84.67500006610	Lawson	Open Woodland
151	276	78.59707243090	Lawson	Grassland
152	281	8.39466538078	Lawson	Open Woodland
153	280	75.96928696050	Lawson	Grassland
153	281	4.63777847774	Lawson	Grassland
153	283	39.16137387210	Lawson	Grassland
154	282	85.29575589740	Lawson	Grassland
155	281	24.98658685180	Lawson	Open Woodland
156	282	81.15346159830	Lawson	Grassland
157	281	44.56186164650	Lawson	Grassland
157	283	97.85056234910	Lawson	Grassland
158	276	41.08092803510	Lawson	Grassland
159	280	67.00421088520	Lawson	Open Woodland
159	281	47.37579784520	Lawson	Open Woodland
159	283	30.34720677040	Lawson	Open Woodland
160	279	88.63988400960	Lawson	Woodland
161	280	6.09813603954	Lawson	Open Woodland
161	283	59.27351483410	Lawson	Open Woodland
162	281	48.12678711830	Lawson	Open Woodland
162	283	72.76766932640	Lawson	Open Woodland
163	280	7.37966909220	Lawson	Open Woodland
163	283	28.78357539100	Lawson	Open Woodland
164	279	33.75138393070	Lawson	Woodland
165	276	67.16393846470	Lawson	Grassland
166	281	96.16136710770	Lawson	Grassland
167	276	63.41940564240	Lawson	Grassland
167	277	15.58950995430	Lawson	Grassland
168	281	84.97246052690	Lawson	Open Woodland
169	282	46.45022948560	Lawson	Grassland
170	280	2.32859686387	Lawson	Open Woodland
170	283	40.54315451820	Lawson	Open Woodland
171	279	63.01214541800	Lawson	0
172	279	18.91301611910	Lawson	Woodland
173	276	13.18832904190	Lawson	Grassland
174	280	48.58168174030	Lawson	Open Woodland
174	283	7.65881946411	Lawson	Open Woodland
175	280	12.15438902820	Lawson	Grassland
175	283	97.08798072890	Lawson	Grassland
176	281	17.68284407530	Lawson	Grassland
176	282	75.27895763180	Lawson	Grassland
177	281	14.87179257550	Lawson	Open Woodland
178	281	31.92525357660	Lawson	Grassland
178	282	17.38944093000	Lawson	Grassland
179	282	30.95919754820	Lawson	Grassland
180	281	2.94484933526	Lawson	Open Woodland
181	278	81.20503286010	Lawson	Grassland
182	281	70.95690619440	Lawson	Grassland
182	282	9.90825275139	Lawson	Grassland
183	278	4.28983300232	Lawson	Woodland
184	277	95.49392378850	Lawson	Open Woodland
184	279	65.92801069990	Lawson	Open Woodland
185	278	54.61778433490	Lawson	Grassland
185	279	71.83573629220	Lawson	Grassland
186	276	6.00668807698	Lawson	Grassland
186	282	97.82989211980	Lawson	Grassland
187	281	88.02113128050	Lawson	Grassland
188	279	5.15144824792	Lawson	Woodland
189	282	90.54502818690	Lawson	Grassland
190	282	67.29276351870	Lawson	Grassland
191	276	43.82194786710	Lawson	Grassland
192	278	14.28618213290	Lawson	Woodland
193	278	87.67481413280	Lawson	Grassland
194	281	2.99737750739	Lawson	Open Woodland
195	281	74.05467378210	Lawson	Grassland
196	279	90.39468163510	Lawson	Grassland
197	281	83.74064198290	Lawson	Grassland
198	276	33.60761819100	Lawson	Grassland
198	277	94.96630044590	Lawson	Grassland
199	276	54.61885738260	Lawson	Grassland
200	283	39.83087676260	Lawson	Open Woodland
201	282	40.28193106750	Lawson	Grassland
202	280	12.83273645980	Lawson	Open Woodland
202	281	93.68497216080	Lawson	Open Woodland
202	283	24.08015574370	Lawson	Open Woodland
203	278	7.67472220164	Lawson	Woodland
204	277	77.93589189310	Lawson	Grassland
204	280	84.53261171990	Lawson	Grassland
204	281	23.49890089040	Lawson	Grassland
204	283	50.49212245620	Lawson	Grassland
205	282	23.53763946930	Lawson	Grassland
206	281	77.80048518720	Lawson	Open Woodland
206	283	58.37315954810	Lawson	Open Woodland
207	280	10.75714718820	Lawson	Open Woodland
207	281	90.55011111490	Lawson	Open Woodland
207	283	27.62199817500	Lawson	Open Woodland
208	281	14.34670203340	Lawson	Open Woodland
209	282	82.71809061290	Lawson	Open Woodland
210	278	25.96987562530	Lawson	Woodland
211	276	99.65600237610	Lawson	Grassland
212	282	62.76423459770	Lawson	Open Woodland
213	281	17.83327252290	Lawson	Grassland
213	282	70.81964890800	Lawson	Grassland
214	282	62.19144058500	Lawson	Grassland
215	278	98.93710795080	Lawson	Grassland
216	281	77.91257497050	Lawson	Grassland
217	281	12.69713828430	Lawson	Open Woodland
218	281	1.34696284777	Lawson	Grassland
218	282	22.57208958970	Lawson	Grassland
219	283	40.75322256370	Lawson	Open Woodland
220	283	52.53701977030	Lawson	Open Woodland
221	278	8.84638270065	Lawson	Woodland
222	278	18.43920501580	Lawson	Woodland
223	276	92.94922162310	Lawson	Grassland
224	281	35.88112067580	Lawson	Open Woodland
225	282	43.07121906870	Lawson	Open Woodland
226	282	57.40536863120	Lawson	Grassland
227	279	71.88885530570	Lawson	Woodland
228	281	81.01753372340	Lawson	Open Woodland
229	280	4.56925040636	Lawson	Grassland
229	283	87.22049660110	Lawson	Grassland
230	281	2.87404101964	Lawson	Open Woodland
231	280	45.46033204510	Lawson	Grassland
231	283	16.43469638320	Lawson	Grassland
232	279	38.39686765150	Lawson	Woodland
233	280	60.83569457560	Lawson	Grassland
233	281	35.23369651930	Lawson	Grassland
233	283	21.57851266170	Lawson	Grassland
234	280	35.98667815740	Lawson	Grassland
234	283	99.48316321990	Lawson	Grassland
235	279	72.08300402630	Lawson	Woodland
236	280	81.92164951270	Lawson	Grassland
236	283	37.21536587880	Lawson	Grassland
237	276	10.95302839300	Lawson	Grassland
238	279	89.80894431900	Lawson	Grassland
239	279	80.49937876780	Lawson	Woodland
240	276	33.31778703930	Lawson	Grassland
240	277	95.93989947170	Lawson	Grassland
241	281	84.63799624540	Lawson	Open Woodland
241	282	60.01245447540	Lawson	Open Woodland
242	281	72.90100472660	Lawson	Grassland
242	282	68.17853533270	Lawson	Grassland
243	277	74.03451578190	Lawson	Grassland
243	280	77.66900224080	Lawson	Grassland
243	281	18.11013526190	Lawson	Grassland
243	283	43.71784905410	Lawson	Grassland
244	282	44.04882493610	Lawson	Grassland
245	276	1.16577217992	Lawson	Grassland
245	277	51.18210011760	Lawson	Grassland
246	282	46.19083572940	Lawson	Grassland
247	278	80.65844186030	Lawson	Grassland
248	279	0.74018663567	Lawson	Woodland
249	281	55.47810975460	Lawson	Grassland
249	283	92.87898847750	Lawson	Grassland
250	282	55.86975689150	Lawson	Grassland
251	278	39.63538652310	Lawson	Grassland
251	279	94.32061477840	Lawson	Grassland
252	281	75.07540615450	Lawson	Open Woodland
252	283	79.17204560820	Lawson	Open Woodland
253	280	89.23582910720	Lawson	Open Woodland
253	283	31.58736297420	Lawson	Open Woodland
254	278	60.89066793160	Lawson	Grassland
255	279	71.19437156890	Lawson	Grassland
256	279	33.37819846940	Lawson	Woodland
257	278	58.32814040370	Lawson	Grassland
258	276	22.20769404760	Lawson	Grassland
259	282	54.98568431030	Lawson	Grassland
260	280	65.51072712680	Lawson	Grassland
260	283	46.27285510050	Lawson	Grassland
261	281	13.03399858160	Lawson	Open Woodland
262	282	34.37014808360	Lawson	Grassland
263	279	91.57197505560	Lawson	Woodland
264	281	97.37441595270	Lawson	Grassland
264	282	58.55930742570	Lawson	Grassland
265	282	22.63622535580	Lawson	Grassland
266	279	59.76162881660	Lawson	Grassland
267	280	49.35096967570	Lawson	Open Woodland
267	281	71.57223677840	Lawson	Open Woodland
267	283	13.55679063710	Lawson	Open Woodland
268	281	22.84436802620	Lawson	Open Woodland
269	281	50.59237805010	Lawson	Grassland
269	282	60.13775381830	Lawson	Grassland
270	278	95.01434881140	Lawson	Grassland
271	279	64.26077731170	Lawson	Woodland
272	282	99.67542460100	Lawson	Grassland
273	282	15.72941804640	Lawson	Open Woodland
274	279	51.19941312050	Lawson	Woodland
275	277	52.38479189800	Lawson	Woodland
275	279	64.75359941120	Lawson	Woodland
276	278	15.11593815080	Lawson	Woodland
276	279	56.82510270220	Lawson	Woodland
277	281	75.60088791510	Lawson	Open Woodland
277	282	56.68290553840	Lawson	Open Woodland
278	276	93.28711392170	Lawson	Grassland
278	277	30.48071933830	Lawson	Grassland
279	281	8.66071631382	Lawson	Open Woodland
280	281	32.80483470660	Lawson	Grassland
280	282	59.65189706430	Lawson	Grassland
281	278	55.51130560230	Lawson	Grassland
282	281	99.29886038580	Lawson	Grassland
282	282	6.42899710192	Lawson	Grassland
283	277	78.73910926780	Lawson	Open Woodland
283	279	70.87266999050	Lawson	Open Woodland
284	281	44.64344994280	Lawson	Open Woodland
285	279	74.10467565180	Lawson	Woodland
286	276	61.77144274030	Lawson	Grassland
286	277	40.58751404340	Lawson	Grassland
287	276	88.42592652420	Lawson	Grassland
288	281	88.56686277240	Lawson	Grassland
289	276	92.73823008450	Lawson	Grassland
289	277	71.16569583160	Lawson	Grassland
290	280	62.86296640420	Lawson	Grassland
290	281	22.33601120020	Lawson	Grassland
290	283	25.22966663970	Lawson	Grassland
291	280	96.01046220060	Lawson	Open Woodland
291	283	37.28705632540	Lawson	Open Woodland
292	281	95.20352787200	Lawson	Grassland
292	282	13.43719955910	Lawson	Grassland
293	276	6.11961323285	Lawson	Grassland
293	277	17.41413403630	Lawson	Grassland
294	281	46.10523604610	Lawson	Open Woodland
294	283	67.05620844120	Lawson	Open Woodland
295	281	49.72078699320	Lawson	Open Woodland
296	279	90.53643461310	Lawson	Open Woodland
297	280	61.81474106330	Lawson	Grassland
297	283	26.08861569970	Lawson	Grassland
298	279	46.12156457520	Lawson	Woodland
299	281	98.78062452650	Lawson	Open Woodland
299	283	54.32807935170	Lawson	Open Woodland
300	281	26.74703622010	Lawson	Open Woodland
301	281	35.58508139000	Lawson	Open Woodland
301	283	87.22855659760	Lawson	Open Woodland
302	279	39.04834084420	Lawson	Woodland
303	282	72.26297882690	Lawson	Grassland
304	281	57.19429989830	Lawson	Open Woodland
304	283	58.86877152530	Lawson	Open Woodland
305	283	24.14964184600	Lawson	Open Woodland
306	280	67.08257433610	Lawson	Open Woodland
306	281	47.72019374250	Lawson	Open Woodland
306	283	30.46835786610	Lawson	Open Woodland
307	281	70.92418002640	Lawson	Open Woodland
308	277	55.24134861910	Lawson	Grassland
308	280	81.51666104200	Lawson	Grassland
308	281	37.13414859590	Lawson	Grassland
308	283	51.22582224150	Lawson	Grassland
309	279	64.69377731240	Lawson	Woodland
310	282	43.65001558820	Lawson	Grassland
311	281	42.51496485570	Lawson	Grassland
311	282	65.65556117190	Lawson	Grassland
312	279	88.17613948840	Lawson	Woodland
313	278	84.93098453610	Lawson	Grassland
314	280	26.01533612260	Lawson	Grassland
314	281	63.97333407590	Lawson	Grassland
314	283	12.84678662860	Lawson	Grassland
315	281	74.67263985700	Lawson	Grassland
316	281	59.63313936630	Lawson	Open Woodland
316	283	94.26470419350	Lawson	Open Woodland
317	279	49.28093415500	Lawson	Open Woodland
318	282	61.35868454710	Lawson	Open Woodland
319	281	19.43537215440	Lawson	Open Woodland
320	280	28.39477311220	Lawson	Grassland
320	283	74.26043793610	Lawson	Grassland
321	281	24.38267723080	Lawson	Open Woodland
321	283	81.77047700040	Lawson	Open Woodland
322	280	72.42539172570	Lawson	Open Woodland
322	281	85.59660954470	Lawson	Open Woodland
322	283	26.51636567940	Lawson	Open Woodland
323	281	96.50050553900	Lawson	Grassland
324	279	46.58639839580	Lawson	Grassland
325	279	4.84925624695	Lawson	Woodland
326	281	74.26968834120	Lawson	Open Woodland
326	282	61.85516117620	Lawson	Open Woodland
327	276	65.99274407800	Lawson	Grassland
327	277	68.19544430680	Lawson	Grassland
328	281	15.53623222930	Lawson	Open Woodland
329	279	43.08697191260	Lawson	Woodland
330	281	33.48284479320	Lawson	Open Woodland
331	278	99.27375441490	Lawson	Grassland
332	278	43.21879674690	Lawson	Grassland
333	282	71.30520927160	Lawson	Grassland
334	278	35.17057276170	Lawson	Grassland
335	278	85.95294408120	Lawson	Grassland
336	276	72.90414613730	Lawson	Grassland
337	276	12.77552232410	Lawson	Grassland
338	281	96.12555613750	Lawson	Open Woodland
339	281	97.06879561300	Lawson	Grassland
340	279	58.02282709240	Lawson	Woodland
341	279	49.85232381800	Lawson	Woodland
342	283	33.08282942860	Lawson	Open Woodland
343	276	1.37738189115	Lawson	Grassland
344	282	3.06845866545	Lawson	Grassland
345	278	8.35340997683	Lawson	Woodland
346	281	80.95043688910	Lawson	Open Woodland
346	283	78.05925651730	Lawson	Open Woodland
347	278	24.17311962360	Lawson	Woodland
348	279	79.81385882760	Lawson	Woodland
349	279	51.97023045730	Lawson	Woodland
350	278	58.53027175870	Lawson	Grassland
351	276	94.79627322930	Lawson	Grassland
352	280	51.89037189170	Lawson	Grassland
352	283	17.74384944890	Lawson	Grassland
353	276	52.30387675640	Lawson	Grassland
354	280	42.35307341030	Lawson	Open Woodland
354	283	23.33489293470	Lawson	Open Woodland
355	281	17.65805740790	Lawson	Open Woodland
355	283	73.41447937140	Lawson	Open Woodland
356	279	44.45863350630	Lawson	Grassland
357	279	98.52990071050	Lawson	Open Woodland
358	277	90.75427863550	Lawson	Woodland
358	279	9.11972132085	Lawson	Woodland
359	278	84.65012708690	Lawson	Grassland
360	280	35.46959580820	Lawson	Open Woodland
360	283	71.75206121370	Lawson	Open Woodland
361	276	43.29731908370	Lawson	Grassland
361	277	12.39408955120	Lawson	Grassland
362	280	55.70490602840	Lawson	Grassland
362	283	81.19339432300	Lawson	Grassland
363	276	61.96901643340	Lawson	Grassland
363	277	85.73832637980	Lawson	Grassland
364	282	85.95093510100	Lawson	Grassland
365	280	92.55597352000	Lawson	Open Woodland
365	281	43.67734720560	Lawson	Open Woodland
365	283	55.50515951400	Lawson	Open Woodland
366	281	88.75415836690	Lawson	Grassland
367	278	42.45390047500	Lawson	Woodland
368	281	97.75038383290	Lawson	Grassland
368	283	64.03471230120	Lawson	Grassland
369	282	41.24710492920	Lawson	Grassland
370	282	61.50707862970	Lawson	Grassland
371	281	41.42279347200	Lawson	Open Woodland
372	278	61.96372694530	Lawson	Grassland
373	279	53.80105548880	Lawson	Grassland
374	281	92.92497233670	Lawson	Open Woodland
374	282	86.20964708830	Lawson	Open Woodland
375	282	41.79058307600	Lawson	Grassland
376	281	77.67240987510	Lawson	Grassland
377	281	59.83914744130	Lawson	Grassland
378	276	11.82688257820	Lawson	Grassland
378	277	61.22044408550	Lawson	Grassland
379	276	45.02825467270	Lawson	Grassland
379	277	93.41882236870	Lawson	Grassland
380	276	83.16292471140	Lawson	Grassland
380	282	31.00759449020	Lawson	Grassland
381	280	47.81423432240	Lawson	Open Woodland
381	283	19.88246680530	Lawson	Open Woodland
382	277	98.26119591470	Lawson	Open Woodland
382	279	71.54148560870	Lawson	Open Woodland
383	281	14.98638866070	Lawson	Grassland
383	282	96.27975320270	Lawson	Grassland
384	281	93.29441547040	Lawson	Open Woodland
384	282	31.73518540360	Lawson	Open Woodland
385	280	93.62117530190	Lawson	Open Woodland
385	283	19.47836637020	Lawson	Open Woodland
386	278	92.64960281640	Lawson	Open Woodland
386	279	55.97442068550	Lawson	Open Woodland
387	281	80.95106466340	Lawson	Grassland
387	282	3.48410267126	Lawson	Grassland
388	282	64.59858718290	Lawson	Grassland
389	276	62.76985020370	Lawson	Grassland
389	282	1.72374052219	Lawson	Grassland
390	280	66.44340450120	Lawson	Grassland
390	281	9.79155537952	Lawson	Grassland
390	283	30.07208538650	Lawson	Grassland
391	278	97.91664101670	Lawson	Open Woodland
391	279	38.25439520440	Lawson	Open Woodland
392	283	7.18156514275	Lawson	Open Woodland
393	281	99.20137436210	Lawson	Grassland
393	283	87.51442942560	Lawson	Grassland
394	282	37.57712024870	Lawson	Open Woodland
395	276	67.27931647820	Lawson	Grassland
396	283	34.38603228400	Lawson	Open Woodland
397	278	9.80568000476	Lawson	Woodland
397	279	67.05058508350	Lawson	Woodland
398	276	61.96734250680	Lawson	Grassland
398	282	22.46968768510	Lawson	Grassland
399	276	62.65062482200	Lawson	Grassland
399	277	84.65274021650	Lawson	Grassland
400	279	14.35945679830	Lawson	Woodland
401	279	44.00159288020	Lawson	Woodland
402	278	2.74645105583	Lawson	Woodland
403	279	46.05314671910	Lawson	Woodland
404	281	75.51986377310	Lawson	Grassland
404	282	85.42265069890	Lawson	Grassland
405	281	64.10077998770	Lawson	Open Woodland
405	282	92.91048981340	Lawson	Open Woodland
406	280	67.44667374660	Lawson	Open Woodland
406	283	8.83721558926	Lawson	Open Woodland
407	282	30.02415480510	Lawson	Grassland
408	281	79.76229596310	Lawson	Open Woodland
408	282	61.59591722310	Lawson	Open Woodland
409	282	8.05985498978	Lawson	Grassland
410	280	49.64872403970	Lawson	Open Woodland
410	283	25.63293186740	Lawson	Open Woodland
411	281	48.54886021090	Lawson	Open Woodland
412	278	5.25943293116	Lawson	Woodland
413	280	98.78253236220	Lawson	Grassland
413	283	67.74533774810	Lawson	Grassland
414	279	3.10702616284	Lawson	Woodland
415	283	10.69185952420	Lawson	Open Woodland
416	281	89.04242930390	Lawson	Grassland
416	282	5.56943514703	Lawson	Grassland
417	278	76.49902292350	Lawson	Grassland
418	276	31.58482694350	Lawson	Grassland
419	279	96.51768281590	Lawson	Grassland
420	280	17.07552854820	Lawson	Grassland
420	283	63.24736228340	Lawson	Grassland
421	281	29.44883243400	Lawson	Grassland
421	282	48.89712921330	Lawson	Grassland
422	280	81.52999552950	Lawson	Grassland
422	283	58.06133267710	Lawson	Grassland
423	279	54.89323393540	Lawson	Woodland
424	276	78.32682912600	Lawson	Grassland
424	277	30.75998691840	Lawson	Grassland
425	279	43.79348203720	Lawson	Woodland
426	279	53.85391260220	Lawson	Woodland
427	281	48.58145762670	Lawson	Grassland
428	280	66.95097367930	Lawson	Grassland
428	283	6.82420960848	Lawson	Grassland
429	281	23.17171253990	Lawson	Grassland
430	281	4.60001116608	Lawson	Grassland
430	282	78.89230375230	Lawson	Grassland
431	276	92.35987344200	Lawson	Grassland
432	281	49.31820385160	Lawson	Grassland
433	281	25.95997589100	Lawson	Open Woodland
434	279	35.01321945710	Lawson	Woodland
435	276	64.88674940570	Lawson	Grassland
436	281	65.57777341350	Lawson	Open Woodland
437	279	87.54224672070	Lawson	Woodland
438	280	23.62687661460	Lawson	Grassland
438	283	83.08806760640	Lawson	Grassland
439	280	61.37987344590	Lawson	Grassland
439	283	9.90213655208	Lawson	Grassland
440	281	74.88541600290	Lawson	Open Woodland
441	280	91.76681746270	Lawson	Open Woodland
